meta_entityId,meta_entityType,meta_originalEntityId,meta_timestamp,payload_ambient_temp_c,payload_inlet_temp_c,payload_server_workload_percent,results_ahu_usage_percent,results_calculated_pue,results_calculated_server_power_watts,results_chiller_usage_percent,results_cooling_strategy,results_cooling_unit_power_watts,results_outlet_temp_c,results_temp_deviation_c,results_total_energy_cost_usd
rack-5,datacenter_rack,rack-22,2025-01-01T21:00:00Z,21.32731761474293,21.01990468430066,78.57452350485872,46.25450074457122,1.6630022255371641,1176.4666391097621,68.92066769410472,Boost All,780.0,29.19939127391785,2.67,0.06
rack-5,datacenter_rack,rack-23,2025-01-01T22:00:00Z,21.28086834834576,20.55438615605396,46.01620524485563,38.73027683410052,1.734536721869773,775.9993245117242,47.05245400027461,Boost All,570.0,28.66728469071475,2.72,0.06
rack-5,datacenter_rack,rack-24,2025-01-01T23:00:00Z,18.0,21.28760147721253,53.11419148489016,34.571486972673,1.625503475809616,863.304555264149,45.850662537442346,Maintain,540.0,26.802527431301023,6.0,0.06
rack-5,datacenter_rack,rack-25,2025-01-02T00:00:00Z,20.03244727053444,19.740405265644743,53.374226628207175,38.77712441240588,1.6231946199530052,866.5029875269482,43.80661739091913,Maintain,540.0,26.09571311018452,3.97,0.05
rack-6,datacenter_rack,rack-26,2025-01-02T01:00:00Z,27.17909267119385,23.51288053638184,87.34452850972994,55.455017172357735,1.794183647702744,1284.3377006696783,93.28533965685608,Reduce AHU,1020.0,28.94147029888278,3.18,0.15
rack-6,datacenter_rack,rack-27,2025-01-02T02:00:00Z,25.174080331693965,18.4044866228161,39.08222064993505,54.85308846177771,1.9121032003325331,690.7113139942012,44.80252242854762,Boost All,630.0,19.61731658023684,1.17,0.09
rack-6,datacenter_rack,rack-28,2025-01-02T03:00:00Z,23.564019910172306,19.101767622878057,47.34104406963394,46.777844348630566,1.7320507079088634,792.2948420564974,43.63793729697914,Increase Chiller,580.0,25.82496382103732,0.44,0.07
rack-6,datacenter_rack,rack-29,2025-01-02T04:00:00Z,27.150395751427748,25.00320377126321,100.0,54.13925502177561,1.7430555555555556,1440.0,100.0,Boost All,1070.0,28.842889639804483,3.15,0.11
rack-6,datacenter_rack,rack-30,2025-01-02T05:00:00Z,25.045241572232896,20.65313912412499,50.21613966463356,52.6463266614814,1.8820062673604443,827.6585178749929,58.12521521537168,Reduce AHU,730.0,23.501727216224968,1.05,0.06
rack-7,datacenter_rack,rack-31,2025-01-02T06:00:00Z,27.61715618697021,20.484101380848447,59.24129059531276,52.18641355128972,1.7776978630775122,938.667874322347,59.13533691485153,Reduce AHU,730.0,22.95348353252389,3.62,0.08
rack-7,datacenter_rack,rack-32,2025-01-02T07:00:00Z,25.126216716468612,21.726163673280197,72.34254358946286,52.3541413542963,1.7092112905183976,1099.8132861503932,65.01163283970598,Reduce AHU,780.0,27.19917824838884,1.13,0.09
rack-7,datacenter_rack,rack-33,2025-01-02T08:00:00Z,23.856638898618908,21.98198933802384,55.02774679989625,47.78086280164964,1.755490312471696,886.8412856387239,53.84006706970493,Boost All,670.0,25.79690497677309,0.14,0.1
rack-7,datacenter_rack,rack-34,2025-01-02T09:00:00Z,20.88416341089408,24.76809193898924,98.02169727883091,41.22393676037152,1.713444678790482,1415.6668765296201,100.0,Boost All,1010.0,27.09844245391536,3.12,0.14
rack-7,datacenter_rack,rack-35,2025-01-02T10:00:00Z,26.558091287096516,20.31155181450852,51.22371351603746,51.1262465800065,1.8451860999453784,840.0516762472607,56.85872842934667,Boost All,710.0,25.065540500841244,2.56,0.09
rack-8,datacenter_rack,rack-36,2025-01-02T11:00:00Z,25.88201732829504,19.5991161322174,31.80669729136929,52.48113401211421,1.8649046013026995,601.2223766838422,32.473996465784346,Maintain,520.0,26.582951143276745,1.88,0.08
rack-8,datacenter_rack,rack-37,2025-01-02T12:00:00Z,23.81615982930568,21.33753516386481,76.26188293017742,51.00746995568479,1.77524703461744,1148.0211600411822,79.07689175750508,Increase Chiller,890.0,28.08981050708072,0.18,0.09
rack-8,datacenter_rack,rack-38,2025-01-02T13:00:00Z,27.041592282765336,23.615715079904856,86.81200759719336,49.70309391082344,1.7278204390060372,1277.7876934454782,84.59842326565037,Reduce AHU,930.0,26.51534261201176,3.04,0.1
rack-8,datacenter_rack,rack-39,2025-01-02T14:00:00Z,27.47129129981528,19.03220258112168,36.60481759864806,58.425135519267165,1.95419954786489,660.2392564633711,41.93390367167274,Boost All,630.0,20.760814921718005,3.47,0.08
rack-8,datacenter_rack,rack-40,2025-01-02T15:00:00Z,27.21818093771116,18.676978983841995,37.15485067176146,52.8322047429399,1.794597143305558,667.0046632626659,32.78349998364217,Increase Chiller,530.0,27.764216931199478,3.22,0.07
rack-9,datacenter_rack,rack-41,2025-01-02T16:00:00Z,25.010489008040413,21.07044852104936,42.29524011965867,50.87482797948031,1.7121029880700422,730.2314534718016,33.821342612339464,Boost All,520.0,28.274645732641865,1.01,0.06
rack-9,datacenter_rack,rack-42,2025-01-02T17:00:00Z,24.01114614339908,24.48129230060648,97.98613177882108,44.708928092380674,1.706599216527414,1415.2294208794992,96.7295280410262,Increase Chiller,1000.0,29.325792345190045,0.01,0.15
rack-9,datacenter_rack,rack-43,2025-01-02T18:00:00Z,28.45280762909998,19.78112638221841,41.43212650244492,60.81654347790037,1.972742158336899,719.6151559800726,49.71308843743439,Eco Mode,700.0,25.274796264237978,4.45,0.09
rack-9,datacenter_rack,rack-44,2025-01-02T19:00:00Z,25.82533041120686,23.84733400572081,92.6330834766476,54.90710426875497,1.7929526948708283,1349.3869267627656,100.0,Maintain,1070.0,31.17221006157337,1.83,0.14
rack-9,datacenter_rack,rack-45,2025-01-02T20:00:00Z,24.206731176973467,24.059424157474226,95.83183640591938,48.23595028239888,1.6768766608772807,1388.7315877928083,87.31782372983082,Reduce AHU,940.0,26.967727854384265,0.21,0.08
rack-10,datacenter_rack,rack-46,2025-01-02T21:00:00Z,28.25899912948508,17.59658975669713,43.53736206269637,54.51030293849631,1.8853005263520843,745.5095533711653,48.10846566842285,Eco Mode,660.0,23.18846545848806,4.26,0.06
rack-10,datacenter_rack,rack-47,2025-01-02T22:00:00Z,23.998862592739616,22.07891529018748,59.122011372083584,48.5229668019004,1.7575751595047435,937.2007398766281,58.029817991806205,Boost All,710.0,28.370082864649,0.0,0.1
rack-10,datacenter_rack,rack-48,2025-01-02T23:00:00Z,25.220540543830836,23.04477751431274,60.87682848949341,54.81199443771163,1.7613802962013776,958.7849904207691,56.887869140822346,Eco Mode,730.0,24.84618215229791,1.22,0.07
rack-10,datacenter_rack,rack-49,2025-01-03T00:00:00Z,23.06136468416976,18.64227351301115,50.84214122641582,47.7759508204764,1.8140219230623156,835.3583370849145,54.60692108351214,Maintain,680.0,24.541098522294117,0.94,0.08
rack-10,datacenter_rack,rack-50,2025-01-03T01:00:00Z,26.1368263563483,22.466563683969493,80.36561011318658,56.82190013944352,1.7759719019670306,1198.4970043921949,80.5184353519359,Boost All,930.0,23.60379030803796,2.14,0.1
rack-11,datacenter_rack,rack-51,2025-01-03T02:00:00Z,19.332268131667576,22.867178458329228,71.88769964096537,43.658566813968825,1.6671426802290614,1094.218705583874,64.41022708574538,Reduce AHU,730.0,29.569690817923075,4.67,0.09
rack-11,datacenter_rack,rack-52,2025-01-03T03:00:00Z,22.192424789525703,21.62027396342495,70.00810229551678,41.52295174317919,1.7749045512420552,1071.0996582348564,78.20789920166678,Eco Mode,830.0,29.66386610907994,1.81,0.12
rack-11,datacenter_rack,rack-53,2025-01-03T04:00:00Z,23.34654955685137,18.40559205093982,46.171898578344965,51.57356445803883,1.7841480209600604,777.914352513643,44.41715113922545,Increase Chiller,610.0,26.246104110973203,0.65,0.06
rack-11,datacenter_rack,rack-54,2025-01-03T05:00:00Z,23.87389387180583,18.24296094367165,54.02985875905955,52.05407365262762,1.8232642938716834,874.5672627364324,57.98402642663968,Maintain,720.0,25.254923153231523,0.13,0.11
rack-11,datacenter_rack,rack-55,2025-01-03T06:00:00Z,26.544119085984125,17.272787849157027,35.31128627237122,49.37812286186262,1.760481269680472,644.328821150166,30.04764745244465,Increase Chiller,490.0,20.45962160026735,2.54,0.06
rack-12,datacenter_rack,rack-56,2025-01-03T07:00:00Z,21.503552136371287,20.460454312526657,58.503199054105785,46.53654217271996,1.7960504294731254,929.5893483655011,62.88700954203673,Increase Chiller,740.0,23.52188353853345,2.5,0.09
rack-12,datacenter_rack,rack-57,2025-01-03T08:00:00Z,21.43008904679632,20.77925835979041,50.97578715326005,38.00177326591924,1.7646336100129711,837.0021819850987,56.09019135693643,Increase Chiller,640.0,24.704318370625437,2.57,0.05
rack-12,datacenter_rack,rack-58,2025-01-03T09:00:00Z,25.86376444263849,19.64889653654325,51.24800351864205,50.59117130443665,1.8686852084605596,840.3504432792972,59.51822908819945,Reduce AHU,730.0,26.005026750092185,1.86,0.09
rack-12,datacenter_rack,rack-59,2025-01-03T10:00:00Z,23.125260172779228,17.695266984915403,32.25493003802502,50.29380623766977,1.9724169170573362,606.7356394677078,42.22429013326435,Increase Chiller,590.0,23.31143196745818,0.87,0.06
rack-12,datacenter_rack,rack-60,2025-01-03T11:00:00Z,26.818210368543152,22.68848769591988,80.08764550398426,53.17269120407696,1.694515314003297,1195.0780396990065,70.90448542299231,Increase Chiller,830.0,30.612956891855013,2.82,0.12
rack-13,datacenter_rack,rack-61,2025-01-03T12:00:00Z,25.013843564438016,24.149028184703187,69.06651938167364,48.00681532073605,1.7361836809822773,1059.5181883945856,67.48024495767758,Eco Mode,780.0,31.680556497136983,1.01,0.07
rack-13,datacenter_rack,rack-62,2025-01-03T13:00:00Z,22.53831638175812,23.087386321056247,75.59306264608176,42.35001978413912,1.7896159047385556,1139.7946705468057,85.51794870422052,Maintain,900.0,28.866814235907988,1.46,0.1
rack-13,datacenter_rack,rack-63,2025-01-03T14:00:00Z,22.76604401323542,24.260161553160884,60.52259662113138,49.94176587578608,1.775333548187604,954.4279384399159,61.21019997458821,Maintain,740.0,29.400677972071183,1.23,0.1
rack-13,datacenter_rack,rack-64,2025-01-03T15:00:00Z,22.18519623813095,20.560245909058708,44.52551943003013,40.56806584260315,1.646724764266645,757.6638889893705,36.48614115033521,Maintain,490.0,30.077107905132785,1.81,0.06
rack-13,datacenter_rack,rack-65,2025-01-03T16:00:00Z,25.690463843304663,20.521651210809743,57.45751050190154,54.49864286375435,1.774494158383494,916.727379173389,54.46146510850315,Increase Chiller,710.0,27.67564458358218,1.69,0.1
rack-14,datacenter_rack,rack-66,2025-01-03T17:00:00Z,25.2223092741383,20.4243822066697,51.75896531842794,51.04894427729606,1.7795564639499577,846.6352734166637,51.217360026915735,Maintain,660.0,27.28318451530729,1.22,0.08
rack-14,datacenter_rack,rack-67,2025-01-03T18:00:00Z,19.57653231004813,24.09163262283356,93.39746227737682,40.37840767968565,1.6549951023751779,1358.7887860117348,85.60548359911593,Maintain,890.0,28.98510827573752,4.42,0.08
rack-14,datacenter_rack,rack-68,2025-01-03T19:00:00Z,18.0,22.42228528984751,59.52183542972837,34.79964439141862,1.7642350108632259,942.1185757856589,68.39301110111077,Boost All,720.0,28.57216094642249,6.0,0.1
rack-14,datacenter_rack,rack-69,2025-01-03T20:00:00Z,24.238317763247917,23.30308626937249,74.344720380736,45.941962527594434,1.7737184314400087,1124.440060683053,79.79719548341983,Reduce AHU,870.0,27.761822845104604,0.24,0.1
rack-14,datacenter_rack,rack-70,2025-01-03T21:00:00Z,21.890709419377774,21.54567945598658,57.01445594348504,41.61467758941043,1.7681521417225676,911.277808104866,61.04500073525857,Boost All,700.0,25.470658605803223,2.11,0.1
rack-15,datacenter_rack,rack-71,2025-01-03T22:00:00Z,24.748483765218708,20.47669194509693,63.756420842488495,51.902538497084834,1.7744889562975996,994.2039763626085,64.2431110095851,Reduce AHU,770.0,24.881618124741085,0.75,0.06
rack-15,datacenter_rack,rack-72,2025-01-03T23:00:00Z,23.85254198257996,23.624831691876032,92.21696942180397,46.90326394191333,1.7438988813989371,1344.2687238881888,95.18237777549574,Eco Mode,1000.0,27.243778369331487,0.15,0.14
rack-15,datacenter_rack,rack-73,2025-01-04T00:00:00Z,25.360936708284022,26.01628474618568,100.0,53.24068571843991,1.7361111111111112,1440.0,99.4314779763604,Eco Mode,1060.0,26.297303765604127,1.36,0.11
rack-15,datacenter_rack,rack-74,2025-01-04T01:00:00Z,30.499244301529192,19.127850251979066,52.17819043091508,60.25953772032287,1.7983172015305835,851.7917423002556,46.96166017875169,Boost All,680.0,23.24557464758527,6.5,0.08
rack-15,datacenter_rack,rack-75,2025-01-04T02:00:00Z,21.150856009603665,22.26718805574265,55.66066993033164,45.26902185355559,1.6706711396080232,894.6262401430791,46.59034929902116,Reduce AHU,600.0,29.801509144314405,2.85,0.08
rack-16,datacenter_rack,rack-76,2025-01-04T03:00:00Z,23.52028339787711,24.253834546646704,96.58773351961776,44.89891711415845,1.7081397548982675,1398.0291222912983,96.29912021044096,Reduce AHU,990.0,26.49809855691537,0.48,0.09
rack-16,datacenter_rack,rack-77,2025-01-04T04:00:00Z,24.06238570568012,23.632067293863685,77.1335115736534,48.252712972372855,1.776704262550528,1158.7421923559368,82.87661147074343,Increase Chiller,900.0,27.32016911388147,0.06,0.08
rack-16,datacenter_rack,rack-78,2025-01-04T05:00:00Z,27.495238014366624,23.92686418298736,75.4321458019054,54.2827314670264,1.808567018310797,1137.8153933634364,80.80496100741458,Reduce AHU,920.0,30.002293438275764,3.5,0.13
rack-16,datacenter_rack,rack-79,2025-01-04T06:00:00Z,22.74100729809042,20.09867946491961,33.023653642514034,40.78687383321223,1.6816069060254752,616.1909398029227,27.00537991618545,Boost All,420.0,24.61123949931484,1.26,0.04
rack-16,datacenter_rack,rack-80,2025-01-04T07:00:00Z,22.351686269218938,22.105219843018578,62.51182252953773,46.38435787124641,1.725307308204317,978.8954171133141,60.189890970949314,Eco Mode,710.0,24.81765175950109,1.65,0.08
rack-17,datacenter_rack,rack-81,2025-01-04T08:00:00Z,25.37294568490003,21.05032729425951,54.987785324697086,47.12425184652265,1.710780358715069,886.3497594937741,49.68541393719836,Maintain,630.0,23.212991333358165,1.37,0.06
rack-17,datacenter_rack,rack-82,2025-01-04T09:00:00Z,26.039966135856343,19.245448601281687,51.93462866271624,49.80312976331852,1.7304464786209939,848.7959325514098,45.90866347078645,Boost All,620.0,22.005942026936715,2.04,0.09
rack-17,datacenter_rack,rack-83,2025-01-04T10:00:00Z,26.5080554652508,21.27663868165564,51.38772383497864,55.27327470917095,1.7719082373925032,842.0690031702372,46.25804153156778,Increase Chiller,650.0,26.964584203878097,2.51,0.08
rack-17,datacenter_rack,rack-84,2025-01-04T11:00:00Z,25.84212164027156,17.186613680443475,31.10260688665346,53.5269402576067,1.7931658605808989,592.5620647058377,25.303315037097956,Maintain,470.0,24.531922262362723,1.84,0.06
rack-17,datacenter_rack,rack-85,2025-01-04T12:00:00Z,20.57678941875905,21.83156500980132,70.12102294529194,39.55425339179517,1.7366045784464341,1072.4885822270908,73.47297014413039,Eco Mode,790.0,29.21007756388708,3.42,0.1
rack-18,datacenter_rack,rack-86,2025-01-04T13:00:00Z,28.741110769749,19.640496052882323,38.78123853429844,54.82092511654601,1.8733507067018063,687.0092339718708,40.84328677510228,Maintain,600.0,25.42254347224397,4.74,0.08
rack-18,datacenter_rack,rack-87,2025-01-04T14:00:00Z,21.50488988897768,22.725585023737068,93.06727492734046,46.89682535499868,1.7160111632561554,1354.7274816062877,92.32023176851796,Eco Mode,970.0,26.79573983566186,2.5,0.12
rack-18,datacenter_rack,rack-88,2025-01-04T15:00:00Z,23.96967018537478,23.61410215502429,68.88072248982833,46.53532511856597,1.67156442916433,1057.2328866248886,59.92682606316774,Increase Chiller,710.0,28.322804939636093,0.03,0.07
rack-18,datacenter_rack,rack-89,2025-01-04T16:00:00Z,26.390493331235323,18.770362224167368,45.7619194266534,55.5497259891304,1.815141858888648,772.8716089478368,43.83182903237441,Eco Mode,630.0,18.770362224167368,2.39,0.06
rack-18,datacenter_rack,rack-90,2025-01-04T17:00:00Z,25.57062756883733,21.671761941740726,61.47935930907511,54.08158083712322,1.7451903246841698,966.1961195016238,56.74476332605488,Reduce AHU,720.0,25.962505180212283,1.57,0.06
rack-19,datacenter_rack,rack-91,2025-01-04T18:00:00Z,24.350871077415,20.29115806933137,55.187189577746985,46.06520633506807,1.7988276973512407,888.8024318062879,60.05566910515864,Increase Chiller,710.0,23.556411484025432,0.35,0.1
rack-19,datacenter_rack,rack-92,2025-01-04T19:00:00Z,23.778585140633773,20.179427911479088,53.7187887202298,43.32802558559617,1.7235216060080452,870.7411012588266,52.14266715843544,Boost All,630.0,27.247540630510585,0.22,0.07
rack-19,datacenter_rack,rack-93,2025-01-04T20:00:00Z,23.774040650222112,17.728683668164667,46.00465494046723,48.8603909435775,1.7862270997212968,775.857255767747,45.51199102253547,Eco Mode,610.0,25.74104816111512,0.23,0.05
rack-19,datacenter_rack,rack-94,2025-01-04T21:00:00Z,19.26108190602804,27.44039963150192,100.0,37.38508060900586,1.6875,1440.0,100.0,Increase Chiller,990.0,35.070034968943496,4.74,0.13
rack-19,datacenter_rack,rack-95,2025-01-04T22:00:00Z,22.443130354768343,25.7465087647662,87.26591032017825,46.44709322194801,1.7402381885970024,1283.3706969381924,90.00799494562764,Increase Chiller,950.0,28.126428539683875,1.56,0.11
rack-20,datacenter_rack,rack-96,2025-01-04T23:00:00Z,18.0,26.33314550364677,100.0,34.3186186469728,1.6597222222222223,1440.0,97.38304845813715,Maintain,950.0,33.27544757237002,6.0,0.09
rack-20,datacenter_rack,rack-97,2025-01-05T00:00:00Z,22.548527289968614,18.462770645614302,47.66854533699436,45.674316003369576,1.690674419365422,796.3231076450306,40.77529582073519,Eco Mode,550.0,25.84763177833636,1.45,0.06
rack-20,datacenter_rack,rack-98,2025-01-05T01:00:00Z,25.088925752430008,23.7216143887558,88.78234174320437,49.4711484801822,1.691232133278453,1302.0228034414138,81.42084617871541,Increase Chiller,900.0,27.612126965763387,1.09,0.11
rack-20,datacenter_rack,rack-99,2025-01-05T02:00:00Z,23.996591143476444,22.527322032936205,66.80376587838845,50.64151213478189,1.7172722807663299,1031.686320304178,60.96246996086266,Increase Chiller,740.0,27.77867958521334,0.0,0.09
rack-20,datacenter_rack,rack-100,2025-01-05T03:00:00Z,21.18885321373025,21.03803423049669,62.0703685843881,41.25915532864241,1.698535260404828,973.4655335879737,59.55652085416479,Increase Chiller,680.0,25.427321462691467,2.81,0.06
rack-21,datacenter_rack,rack-101,2025-01-05T04:00:00Z,27.503332647253867,21.5905928468884,61.83541273267296,53.1235913702152,1.8654658331011216,970.5755766118774,71.82055048470659,Maintain,840.0,26.971187869733768,3.5,0.11
rack-21,datacenter_rack,rack-102,2025-01-05T05:00:00Z,21.52146648989838,20.1761626780484,46.52220481001922,42.674207978551394,1.7414764225077373,782.2231191632363,45.338643694891616,Boost All,580.0,25.979456290803128,2.48,0.05
rack-21,datacenter_rack,rack-103,2025-01-05T06:00:00Z,19.7284485480714,21.49746231276336,63.34319807959884,34.62313370144295,1.758248732906287,989.1213363790657,72.09863137638791,Boost All,750.0,27.979817324002724,4.27,0.11
rack-21,datacenter_rack,rack-104,2025-01-05T07:00:00Z,27.113486958592148,23.14722383001636,83.31014413105143,51.593752087433714,1.8099036490205795,1234.7147728119326,92.45683550657525,Eco Mode,1000.0,27.98599419101409,3.11,0.13
rack-21,datacenter_rack,rack-105,2025-01-05T08:00:00Z,20.7663902767632,18.757766031789227,42.7888682336994,43.24249643882069,1.78771910144867,736.3030792745026,45.51549050156388,Increase Chiller,580.0,22.37310726004955,3.23,0.05
rack-22,datacenter_rack,rack-106,2025-01-05T09:00:00Z,27.501047297427174,23.28434250126073,84.6566317337658,56.22669966567816,1.7432409605161945,1251.2765703253194,80.85537723353778,Eco Mode,930.0,30.69659841084934,3.5,0.12
rack-22,datacenter_rack,rack-107,2025-01-05T10:00:00Z,32.96111024628666,17.13725472392113,22.348442828737795,61.656446701514696,1.9693003066764805,484.88584679347485,20.0,Reduce AHU,470.0,25.895674961188668,8.96,0.06
rack-22,datacenter_rack,rack-108,2025-01-05T11:00:00Z,20.059090364504414,19.79163807707067,52.53604906875093,44.87525158409581,1.79421307987659,856.1934035456363,57.01743129412422,Boost All,680.0,28.27621574005282,3.94,0.07
rack-22,datacenter_rack,rack-109,2025-01-05T12:00:00Z,24.90634958703389,20.275400036612137,62.82285158073702,51.07645573990166,1.6919562607175942,982.7210744430654,53.3775473248307,Increase Chiller,680.0,22.880902281323877,0.91,0.07
rack-22,datacenter_rack,rack-110,2025-01-05T13:00:00Z,21.97092176315566,20.238015622924262,56.70874439933134,43.00206973216136,1.7382777286101103,907.5175561117754,57.38023622819657,Eco Mode,670.0,25.70251015167345,2.03,0.07
rack-23,datacenter_rack,rack-111,2025-01-05T14:00:00Z,24.74847878654837,23.26534267919857,77.12554784940937,45.27158287485894,1.7077237107982361,1158.6442385477353,73.89511923115195,Increase Chiller,820.0,27.33545230551849,0.75,0.09
rack-23,datacenter_rack,rack-112,2025-01-05T15:00:00Z,18.555881471898356,23.279404620807732,69.78059880145852,37.5829944127677,1.645885161658855,1068.3013652579398,63.33244101034392,Increase Chiller,690.0,28.411749933996923,5.44,0.09
rack-23,datacenter_rack,rack-113,2025-01-05T16:00:00Z,27.81229440079196,26.13399476444192,100.0,55.53241292680717,1.7430555555555556,1440.0,98.69112887579108,Eco Mode,1070.0,30.430887368518384,3.81,0.12
rack-23,datacenter_rack,rack-114,2025-01-05T17:00:00Z,25.966882686095012,21.62201586827393,72.62018147154423,48.48563401399152,1.7614018346875158,1103.228232099994,75.11537510767448,Increase Chiller,840.0,27.98872461616137,1.97,0.1
rack-23,datacenter_rack,rack-115,2025-01-05T18:00:00Z,25.68331430695176,20.08174536097767,68.4891095418584,54.90574391112457,1.7981634279553924,1052.4160473648583,71.06882101825954,Eco Mode,840.0,20.08174536097767,1.68,0.07
rack-24,datacenter_rack,rack-116,2025-01-05T19:00:00Z,26.157520082881103,22.93206171553711,57.303922899232575,52.216825967726834,1.8416788416994383,914.8382516605607,63.12385658705253,Boost All,770.0,27.818773470780734,2.16,0.09
rack-24,datacenter_rack,rack-117,2025-01-05T20:00:00Z,24.09405519101109,19.384001936340223,48.0522204034541,51.2767577168147,1.8364102505334172,801.0423109624854,51.19899449709882,Eco Mode,670.0,24.773209642762332,0.09,0.08
